trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
649226,06:50:00,06:50:00,156729,1,,,,1
649226,07:00:00,07:00:00,155597,2,,,,1
649226,07:22:00,07:22:00,156717,3,,,,1
649226,07:25:00,07:25:00,156723,4,,,,1
649226,07:30:00,07:30:00,155648,5,,,,1
649226,07:55:00,07:55:00,156721,6,,,,1
649226,07:58:00,07:58:00,155649,7,,,,1
649226,08:08:00,08:08:00,155598,8,,,,1
649226,08:16:00,08:16:00,155650,9,,,,1
649226,08:36:00,08:36:00,155648,10,,,,1
649226,08:40:00,08:40:00,156723,11,,,,1
649226,08:42:00,08:42:00,156717,12,,,,1
649226,09:07:00,09:07:00,155564,13,,,,1
649239,06:20:00,06:20:00,155584,1,,,,1
649239,06:30:00,06:30:00,156720,2,,,,1
649239,06:33:00,06:33:00,155642,3,,,,1
649239,07:03:00,07:03:00,155583,4,,,,1
649239,07:07:00,07:07:00,155577,5,,,,1
649239,07:13:00,07:13:00,155640,6,,,,1
649239,07:17:00,07:17:00,155556,7,,,,1
649239,07:19:00,07:19:00,155554,8,,,,1
649239,07:24:00,07:24:00,155561,9,,,,1
649239,07:26:00,07:26:00,155553,10,,,,1
649239,07:28:00,07:28:00,155559,11,,,,1
649239,07:31:00,07:31:00,155566,12,,,,1
649239,07:39:00,07:39:00,155578,13,,,,1
649239,07:44:00,07:44:00,155605,14,,,,1
649239,07:47:00,07:47:00,155562,15,,,,1
649231,07:51:00,07:51:00,155606,1,,,,1
649231,07:57:00,07:57:00,155549,2,,,,1
649231,08:00:00,08:00:00,155557,3,,,,1
649231,08:06:00,08:06:00,155579,4,,,,1
649231,08:08:00,08:08:00,155610,5,,,,1
649231,08:16:00,08:16:00,155583,6,,,,1
649231,08:20:00,08:20:00,155577,7,,,,1
649231,08:26:00,08:26:00,155640,8,,,,1
649231,08:29:00,08:29:00,155556,9,,,,1
649231,08:31:00,08:31:00,155554,10,,,,1
649231,08:36:00,08:36:00,155561,11,,,,1
649231,08:38:00,08:38:00,155553,12,,,,1
649231,08:40:00,08:40:00,155559,13,,,,1
649231,08:43:00,08:43:00,155566,14,,,,1
649231,08:51:00,08:51:00,155578,15,,,,1
649231,08:56:00,08:56:00,155605,16,,,,1
649231,08:58:00,08:58:00,155562,17,,,,1
649232,09:02:00,09:02:00,155606,1,,,,1
649232,09:08:00,09:08:00,155549,2,,,,1
649232,09:11:00,09:11:00,155557,3,,,,1
649232,09:17:00,09:17:00,155579,4,,,,1
649232,09:19:00,09:19:00,155610,5,,,,1
649232,09:27:00,09:27:00,155583,6,,,,1
649232,09:31:00,09:31:00,155577,7,,,,1
649232,09:37:00,09:37:00,155640,8,,,,1
649232,09:40:00,09:40:00,155556,9,,,,1
649232,09:42:00,09:42:00,155554,10,,,,1
649232,09:47:00,09:47:00,155561,11,,,,1
649232,09:49:00,09:49:00,155553,12,,,,1
649232,09:51:00,09:51:00,155559,13,,,,1
649232,09:54:00,09:54:00,155566,14,,,,1
649232,10:02:00,10:02:00,155578,15,,,,1
649232,10:07:00,10:07:00,155605,16,,,,1
649232,10:09:00,10:09:00,155562,17,,,,1
649233,10:23:00,10:23:00,155606,1,,,,1
649233,10:29:00,10:29:00,155549,2,,,,1
649233,10:32:00,10:32:00,155557,3,,,,1
649233,10:38:00,10:38:00,155579,4,,,,1
649233,10:40:00,10:40:00,155610,5,,,,1
649233,10:48:00,10:48:00,155583,6,,,,1
649233,10:52:00,10:52:00,155577,7,,,,1
649233,10:58:00,10:58:00,155640,8,,,,1
649233,11:01:00,11:01:00,155556,9,,,,1
649233,11:03:00,11:03:00,155554,10,,,,1
649233,11:08:00,11:08:00,155561,11,,,,1
649233,11:10:00,11:10:00,155553,12,,,,1
649233,11:12:00,11:12:00,155559,13,,,,1
649233,11:15:00,11:15:00,155566,14,,,,1
649233,11:23:00,11:23:00,155578,15,,,,1
649233,11:28:00,11:28:00,155605,16,,,,1
649233,11:30:00,11:30:00,155562,17,,,,1
649234,12:04:00,12:04:00,155606,1,,,,1
649234,12:10:00,12:10:00,155549,2,,,,1
649234,12:13:00,12:13:00,155557,3,,,,1
649234,12:19:00,12:19:00,155579,4,,,,1
649234,12:21:00,12:21:00,155610,5,,,,1
649234,12:29:00,12:29:00,155583,6,,,,1
649234,12:33:00,12:33:00,155577,7,,,,1
649234,12:39:00,12:39:00,155640,8,,,,1
649234,12:42:00,12:42:00,155556,9,,,,1
649234,12:44:00,12:44:00,155554,10,,,,1
649234,12:49:00,12:49:00,155561,11,,,,1
649234,12:51:00,12:51:00,155553,12,,,,1
649234,12:53:00,12:53:00,155559,13,,,,1
649234,12:56:00,12:56:00,155566,14,,,,1
649234,13:04:00,13:04:00,155578,15,,,,1
649234,13:09:00,13:09:00,155605,16,,,,1
649234,13:11:00,13:11:00,155562,17,,,,1
649235,13:20:00,13:20:00,155606,1,,,,1
649235,13:26:00,13:26:00,155549,2,,,,1
649235,13:29:00,13:29:00,155557,3,,,,1
649235,13:35:00,13:35:00,155579,4,,,,1
649235,13:37:00,13:37:00,155610,5,,,,1
649235,13:45:00,13:45:00,155583,6,,,,1
649235,13:49:00,13:49:00,155577,7,,,,1
649235,13:55:00,13:55:00,155640,8,,,,1
649235,13:58:00,13:58:00,155556,9,,,,1
649235,14:00:00,14:00:00,155554,10,,,,1
649235,14:05:00,14:05:00,155561,11,,,,1
649235,14:07:00,14:07:00,155553,12,,,,1
649235,14:09:00,14:09:00,155559,13,,,,1
649235,14:12:00,14:12:00,155566,14,,,,1
649235,14:20:00,14:20:00,155578,15,,,,1
649235,14:25:00,14:25:00,155605,16,,,,1
649235,14:27:00,14:27:00,155562,17,,,,1
649236,14:31:00,14:31:00,155606,1,,,,1
649236,14:37:00,14:37:00,155549,2,,,,1
649236,14:40:00,14:40:00,155557,3,,,,1
649236,14:46:00,14:46:00,155579,4,,,,1
649236,14:48:00,14:48:00,155610,5,,,,1
649236,14:56:00,14:56:00,155583,6,,,,1
649236,15:00:00,15:00:00,155577,7,,,,1
649236,15:06:00,15:06:00,155640,8,,,,1
649236,15:09:00,15:09:00,155556,9,,,,1
649236,15:11:00,15:11:00,155554,10,,,,1
649236,15:16:00,15:16:00,155561,11,,,,1
649236,15:18:00,15:18:00,155553,12,,,,1
649236,15:20:00,15:20:00,155559,13,,,,1
649236,15:23:00,15:23:00,155566,14,,,,1
649236,15:31:00,15:31:00,155578,15,,,,1
649236,15:36:00,15:36:00,155605,16,,,,1
649236,15:38:00,15:38:00,155562,17,,,,1
649237,15:42:00,15:42:00,155606,1,,,,1
649237,15:48:00,15:48:00,155549,2,,,,1
649237,15:51:00,15:51:00,155557,3,,,,1
649237,15:57:00,15:57:00,155579,4,,,,1
649237,15:59:00,15:59:00,155610,5,,,,1
649237,16:07:00,16:07:00,155583,6,,,,1
649237,16:11:00,16:11:00,155577,7,,,,1
649237,16:17:00,16:17:00,155640,8,,,,1
649237,16:20:00,16:20:00,155556,9,,,,1
649237,16:22:00,16:22:00,155554,10,,,,1
649237,16:27:00,16:27:00,155561,11,,,,1
649237,16:29:00,16:29:00,155553,12,,,,1
649237,16:31:00,16:31:00,155559,13,,,,1
649237,16:34:00,16:34:00,155566,14,,,,1
649237,16:42:00,16:42:00,155578,15,,,,1
649237,16:47:00,16:47:00,155605,16,,,,1
649237,16:49:00,16:49:00,155562,17,,,,1
649238,17:24:00,17:24:00,155606,1,,,,1
649238,17:30:00,17:30:00,155549,2,,,,1
649238,17:33:00,17:33:00,155557,3,,,,1
649238,17:39:00,17:39:00,155579,4,,,,1
649238,17:41:00,17:41:00,155610,5,,,,1
649238,17:49:00,17:49:00,155583,6,,,,1
649238,17:53:00,17:53:00,155577,7,,,,1
649238,17:59:00,17:59:00,155640,8,,,,1
649238,18:02:00,18:02:00,155556,9,,,,1
649238,18:04:00,18:04:00,155554,10,,,,1
649238,18:09:00,18:09:00,155561,11,,,,1
649238,18:11:00,18:11:00,155553,12,,,,1
649238,18:13:00,18:13:00,155559,13,,,,1
649238,18:16:00,18:16:00,155566,14,,,,1
649238,18:24:00,18:24:00,155578,15,,,,1
649238,18:29:00,18:29:00,155605,16,,,,1
649238,18:31:00,18:31:00,155562,17,,,,1
649240,12:00:00,12:00:00,155563,1,,,,1
649240,12:13:00,12:13:00,156720,2,,,,1
649240,12:21:00,12:21:00,155642,3,,,,1
649240,12:51:00,12:51:00,155557,4,,,,1
649240,13:10:00,13:10:00,155562,5,,,,1
649240,13:51:00,13:51:00,155642,6,,,,1
649240,13:53:00,13:53:00,156720,7,,,,1
649240,14:03:00,14:03:00,155584,8,,,,1
649241,18:35:00,18:35:00,155606,1,,,,1
649241,19:05:00,19:05:00,156720,2,,,,1
649241,19:16:00,19:16:00,155584,3,,,,1
649273,06:35:00,06:35:00,155563,1,,,,1
649273,06:40:00,06:40:00,155642,2,,,,1
649273,06:44:00,06:44:00,156720,3,,,,1
649273,06:50:00,06:50:00,155621,4,,,,1
649273,06:55:00,06:55:00,155602,5,,,,1
649273,07:05:00,07:05:00,155598,6,,,,1
649273,07:15:00,07:15:00,155650,7,,,,1
649273,07:20:00,07:20:00,155608,8,,,,1
649273,07:28:00,07:28:00,155595,9,,,,1
649273,07:35:00,07:35:00,155599,10,,,,1
649273,07:41:00,07:41:00,155548,11,,,,1
649273,07:45:00,07:45:00,155547,12,,,,1
649273,07:49:00,07:49:00,155609,13,,,,1
649273,08:06:00,08:06:00,155597,14,,,,1
649273,08:11:00,08:11:00,155558,15,,,,1
649273,08:16:00,08:16:00,155560,16,,,,1
649273,08:36:00,08:36:00,155574,17,,,,1
649273,09:03:00,09:03:00,155562,18,,,,1
649273,09:13:00,09:13:00,155644,19,,,,1
649273,09:20:00,09:20:00,155580,20,,,,1
649273,09:27:00,09:27:00,155632,21,,,,1
649273,09:31:00,09:31:00,155582,22,,,,1
649273,09:35:00,09:35:00,155587,23,,,,1
649273,10:03:00,10:03:00,155565,24,,,,1
649273,10:09:00,10:09:00,155589,25,,,,1
649273,10:14:00,10:14:00,155555,26,,,,1
649273,10:19:00,10:19:00,155546,27,,,,1
649273,10:48:00,10:48:00,155642,28,,,,1
649273,10:50:00,10:50:00,156720,29,,,,1
649273,10:55:00,10:55:00,155551,30,,,,1
649273,11:05:00,11:05:00,155584,31,,,,1
649270,12:35:00,12:35:00,155563,1,,,,1
649270,12:45:00,12:45:00,155621,2,,,,1
649270,12:50:00,12:50:00,155653,3,,,,1
649270,12:53:00,12:53:00,155551,4,,,,1
649270,13:05:00,13:05:00,156720,5,,,,1
649270,13:08:00,13:08:00,155642,6,,,,1
649270,13:40:00,13:40:00,155546,7,,,,1
649270,13:46:00,13:46:00,155565,8,,,,1
649270,13:51:00,13:51:00,155589,9,,,,1
649270,13:56:00,13:56:00,155555,10,,,,1
649270,14:15:00,14:15:00,155587,11,,,,1
649270,14:18:00,14:18:00,155582,12,,,,1
649270,14:23:00,14:23:00,155632,13,,,,1
649270,14:40:00,14:40:00,155580,14,,,,1
649270,14:50:00,14:50:00,155644,15,,,,1
649270,15:05:00,15:05:00,155562,16,,,,1
649270,15:26:00,15:26:00,155574,17,,,,1
649270,15:55:00,15:55:00,155560,18,,,,1
649270,16:00:00,16:00:00,155558,19,,,,1
649270,16:05:00,16:05:00,155597,20,,,,1
649270,16:17:00,16:17:00,155609,21,,,,1
649270,16:21:00,16:21:00,155547,22,,,,1
649270,16:23:00,16:23:00,155548,23,,,,1
649270,16:30:00,16:30:00,155599,24,,,,1
649270,16:40:00,16:40:00,155595,25,,,,1
649270,16:44:00,16:44:00,155655,26,,,,1
649270,16:46:00,16:46:00,155608,27,,,,1
649270,16:50:00,16:50:00,155604,28,,,,1
649270,16:53:00,16:53:00,155652,29,,,,1
649270,17:03:00,17:03:00,155598,30,,,,1
649270,17:13:00,17:13:00,155602,31,,,,1
649270,17:17:00,17:17:00,155653,32,,,,1
649270,17:19:00,17:19:00,155551,33,,,,1
649270,17:24:00,17:24:00,156720,34,,,,1
649270,17:27:00,17:27:00,155642,35,,,,1
649270,17:35:00,17:35:00,155584,36,,,,1
649271,06:35:00,06:35:00,155563,1,,,,1
649271,06:40:00,06:40:00,155642,2,,,,1
649271,06:44:00,06:44:00,156720,3,,,,1
649271,06:50:00,06:50:00,155621,4,,,,1
649271,06:55:00,06:55:00,155602,5,,,,1
649271,07:05:00,07:05:00,155598,6,,,,1
649271,07:15:00,07:15:00,155650,7,,,,1
649271,07:20:00,07:20:00,155608,8,,,,1
649271,07:28:00,07:28:00,155595,9,,,,1
649271,07:35:00,07:35:00,155599,10,,,,1
649271,07:41:00,07:41:00,155548,11,,,,1
649271,07:45:00,07:45:00,155547,12,,,,1
649271,07:49:00,07:49:00,155609,13,,,,1
649271,08:06:00,08:06:00,155597,14,,,,1
649271,08:11:00,08:11:00,155558,15,,,,1
649271,08:16:00,08:16:00,155560,16,,,,1
649271,08:36:00,08:36:00,155574,17,,,,1
649271,09:03:00,09:03:00,155562,18,,,,1
649271,09:13:00,09:13:00,155644,19,,,,1
649271,09:20:00,09:20:00,155580,20,,,,1
649271,09:29:00,09:29:00,155632,21,,,,1
649271,09:35:00,09:35:00,155582,22,,,,1
649271,09:38:00,09:38:00,155550,23,,,,1
649271,09:41:00,09:41:00,155587,24,,,,1
649271,10:03:00,10:03:00,155565,25,,,,1
649271,10:09:00,10:09:00,155589,26,,,,1
649271,10:14:00,10:14:00,155555,27,,,,1
649271,10:19:00,10:19:00,155546,28,,,,1
649271,10:48:00,10:48:00,155642,29,,,,1
649271,10:50:00,10:50:00,156720,30,,,,1
649271,10:55:00,10:55:00,155551,31,,,,1
649271,11:05:00,11:05:00,155584,32,,,,1
649272,12:35:00,12:35:00,155563,1,,,,1
649272,12:45:00,12:45:00,155621,2,,,,1
649272,12:50:00,12:50:00,155653,3,,,,1
649272,12:53:00,12:53:00,155551,4,,,,1
649272,13:05:00,13:05:00,156720,5,,,,1
649272,13:08:00,13:08:00,155642,6,,,,1
649272,13:40:00,13:40:00,155546,7,,,,1
649272,13:46:00,13:46:00,155565,8,,,,1
649272,13:51:00,13:51:00,155589,9,,,,1
649272,13:56:00,13:56:00,155555,10,,,,1
649272,14:18:00,14:18:00,155587,11,,,,1
649272,14:20:00,14:20:00,155550,12,,,,1
649272,14:23:00,14:23:00,155582,13,,,,1
649272,14:28:00,14:28:00,155588,14,,,,1
649272,14:40:00,14:40:00,155580,15,,,,1
649272,14:50:00,14:50:00,155644,16,,,,1
649272,15:05:00,15:05:00,155562,17,,,,1
649272,15:26:00,15:26:00,155574,18,,,,1
649272,15:55:00,15:55:00,155560,19,,,,1
649272,16:00:00,16:00:00,155558,20,,,,1
649272,16:05:00,16:05:00,155597,21,,,,1
649272,16:17:00,16:17:00,155609,22,,,,1
649272,16:21:00,16:21:00,155547,23,,,,1
649272,16:23:00,16:23:00,155548,24,,,,1
649272,16:30:00,16:30:00,155599,25,,,,1
649272,16:40:00,16:40:00,155595,26,,,,1
649272,16:44:00,16:44:00,155655,27,,,,1
649272,16:46:00,16:46:00,155608,28,,,,1
649272,16:50:00,16:50:00,155604,29,,,,1
649272,16:53:00,16:53:00,155652,30,,,,1
649272,17:03:00,17:03:00,155598,31,,,,1
649272,17:13:00,17:13:00,155602,32,,,,1
649272,17:17:00,17:17:00,155653,33,,,,1
649272,17:19:00,17:19:00,155551,34,,,,1
649272,17:24:00,17:24:00,156720,35,,,,1
649272,17:27:00,17:27:00,155642,36,,,,1
649272,17:35:00,17:35:00,155584,37,,,,1
649269,05:55:00,05:55:00,155584,1,,,,1
649269,06:07:00,06:07:00,156720,2,,,,1
649269,06:10:00,06:10:00,155642,3,,,,1
649269,06:40:00,06:40:00,155562,4,,,,1
649269,07:04:00,07:04:00,155574,5,,,,1
649269,07:07:00,07:07:00,155647,6,,,,1
649269,07:20:00,07:20:00,155560,7,,,,1
649269,07:26:00,07:26:00,155558,8,,,,1
649269,07:31:00,07:31:00,155597,9,,,,1
649269,07:44:00,07:44:00,155609,10,,,,1
649269,07:50:00,07:50:00,155547,11,,,,1
649269,07:54:00,07:54:00,155548,12,,,,1
649269,08:00:00,08:00:00,155599,13,,,,1
649269,08:08:00,08:08:00,155595,14,,,,1
649269,08:12:00,08:12:00,155655,15,,,,1
649269,08:14:00,08:14:00,155608,16,,,,1
649269,08:20:00,08:20:00,155649,17,,,,1
649269,08:30:00,08:30:00,155598,18,,,,1
649269,08:40:00,08:40:00,155602,19,,,,1
649269,08:45:00,08:45:00,155621,20,,,,1
649269,08:49:00,08:49:00,155551,21,,,,1
649269,08:52:00,08:52:00,156720,22,,,,1
649269,08:59:00,08:59:00,155642,23,,,,1
649269,09:03:00,09:03:00,155584,24,,,,1
649268,16:30:00,16:30:00,155563,1,,,,1
649268,16:37:00,16:37:00,156720,2,,,,1
649268,16:55:00,16:55:00,155598,3,,,,1
649268,17:05:00,17:05:00,155652,4,,,,1
649268,17:15:00,17:15:00,155595,5,,,,1
649268,17:22:00,17:22:00,155599,6,,,,1
649268,17:28:00,17:28:00,155548,7,,,,1
649268,17:30:00,17:30:00,155547,8,,,,1
649268,17:35:00,17:35:00,155609,9,,,,1
649268,17:47:00,17:47:00,155597,10,,,,1
649268,17:52:00,17:52:00,155558,11,,,,1
649268,18:00:00,18:00:00,155560,12,,,,1
649268,18:19:00,18:19:00,155574,13,,,,1
649268,18:42:00,18:42:00,155562,14,,,,1
649268,19:09:00,19:09:00,156720,15,,,,1
649268,19:19:00,19:19:00,155584,16,,,,1
649267,12:00:00,12:00:00,155563,1,,,,1
649267,12:12:00,12:12:00,155653,2,,,,1
649267,12:32:00,12:32:00,155650,3,,,,1
649267,12:42:00,12:42:00,155598,4,,,,1
649267,12:57:00,12:57:00,155653,5,,,,1
649267,13:05:00,13:05:00,156720,6,,,,1
649267,13:10:00,13:10:00,155642,7,,,,1
649267,13:58:00,13:58:00,155562,8,,,,1
649267,14:03:00,14:03:00,155549,9,,,,1
649267,14:13:00,14:13:00,155577,10,,,,1
649267,14:33:00,14:33:00,155654,11,,,,1
649267,14:58:00,14:58:00,155632,12,,,,1
649267,15:08:00,15:08:00,155580,13,,,,1
649267,15:23:00,15:23:00,155603,14,,,,1
649267,15:45:00,15:45:00,156720,15,,,,1
649267,15:57:00,15:57:00,155584,16,,,,1
649266,12:00:00,12:00:00,155563,1,,,,1
649266,12:12:00,12:12:00,155653,2,,,,1
649266,12:32:00,12:32:00,155650,3,,,,1
649266,12:42:00,12:42:00,155598,4,,,,1
649266,12:57:00,12:57:00,155653,5,,,,1
649266,13:05:00,13:05:00,156720,6,,,,1
649266,13:10:00,13:10:00,155642,7,,,,1
649266,13:58:00,13:58:00,155562,8,,,,1
649266,14:03:00,14:03:00,155549,9,,,,1
649266,14:13:00,14:13:00,155577,10,,,,1
649266,14:33:00,14:33:00,155576,11,,,,1
649266,14:58:00,14:58:00,155632,12,,,,1
649266,15:01:00,15:01:00,155586,13,,,,1
649266,15:08:00,15:08:00,155580,14,,,,1
649266,15:23:00,15:23:00,155603,15,,,,1
649266,15:45:00,15:45:00,156720,16,,,,1
649266,15:57:00,15:57:00,155584,17,,,,1
649227,06:50:00,06:50:00,156729,1,,,,1
649227,07:00:00,07:00:00,155597,2,,,,1
649227,07:22:00,07:22:00,156717,3,,,,1
649227,07:25:00,07:25:00,156723,4,,,,1
649227,07:30:00,07:30:00,155648,5,,,,1
649227,07:55:00,07:55:00,156721,6,,,,1
649227,07:58:00,07:58:00,155649,7,,,,1
649227,08:08:00,08:08:00,155598,8,,,,1
649227,08:16:00,08:16:00,155650,9,,,,1
649227,08:36:00,08:36:00,155648,10,,,,1
649227,08:40:00,08:40:00,156723,11,,,,1
649227,08:42:00,08:42:00,156717,12,,,,1
649227,09:07:00,09:07:00,155564,13,,,,1
